TimeCoordinate,Channel_1,Channel_2,Label
9,0.1769,0.1349,Flexion
10,0.1808,0.1447,Flexion
11,0.2141,0.1779,Flexion
12,0.2307,0.1887,Flexion
13,0.1906,0.175,Flexion
14,0.172,0.1476,Flexion
15,0.1593,0.131,Flexion
16,0.1427,0.1114,Flexion
17,0.1486,0.1232,Flexion
18,0.173,0.1505,Flexion
19,0.1828,0.1613,Flexion
-,-,-,-
0,0.1848,0.1623,Flexion
1,0.1711,0.1466,Flexion
2,0.1525,0.1261,Flexion
3,0.1408,0.1095,Flexion
4,0.1496,0.1232,Flexion
5,0.174,0.1476,Flexion
6,0.1838,0.1574,Flexion
7,0.1779,0.1525,Flexion
8,0.1877,0.1457,Flexion
9,0.1945,0.1584,Flexion
10,0.1496,0.1261,Flexion
11,0.1691,0.1447,Flexion
12,0.1828,0.1662,Flexion
13,0.1799,0.1652,Flexion
14,0.176,0.1593,Flexion
15,0.1613,0.1447,Flexion
16,0.1574,0.1369,Flexion
17,0.1632,0.1447,Flexion
18,0.1711,0.1525,Flexion
19,0.1681,0.1447,Flexion
-,-,-,-
0,0.1584,0.1378,Flexion
1,0.1672,0.1417,Flexion
2,0.1632,0.1388,Flexion
3,0.1642,0.1398,Flexion
4,0.175,0.1486,Flexion
5,0.1818,0.1779,Flexion
6,0.2131,0.2532,Flexion
7,0.2229,0.2239,Flexion
8,0.1945,0.176,Flexion
9,0.174,0.1457,Flexion
10,0.1701,0.1486,Flexion
11,0.1818,0.1642,Flexion
12,0.1652,0.1437,Flexion
13,0.1574,0.1339,Flexion
14,0.1652,0.1457,Flexion
15,0.1672,0.1437,Flexion
16,0.1681,0.1486,Flexion
17,0.176,0.1554,Flexion
18,0.2121,0.1701,Flexion
19,0.2072,0.1711,Flexion
-,-,-,-
0,0.1613,0.1329,Flexion
1,0.1672,0.1457,Flexion
2,0.1691,0.1486,Flexion
3,0.1691,0.1496,Flexion
4,0.1779,0.1574,Flexion
5,0.1681,0.1457,Flexion
6,0.1564,0.1329,Flexion
7,0.1584,0.1349,Flexion
8,0.1603,0.1339,Flexion
9,0.1632,0.1369,Flexion
10,0.175,0.1466,Flexion
11,0.1975,0.1642,Flexion
12,0.2483,0.1701,Flexion
13,0.1926,0.1789,Flexion
14,0.1691,0.1457,Flexion
15,0.1613,0.1359,Flexion
16,0.1613,0.1388,Flexion
17,0.175,0.1525,Flexion
18,0.1711,0.1525,Flexion
19,0.1691,0.1505,Flexion
-,-,-,-
0,0.1681,0.1437,Flexion
1,0.1603,0.1359,Flexion
2,0.1544,0.129,Flexion
3,0.1584,0.1339,Flexion
4,0.176,0.1486,Flexion
5,0.1906,0.1877,Flexion
6,0.2248,0.218,Flexion
7,0.2131,0.1965,Flexion
8,0.172,0.1427,Flexion
9,0.1437,0.1153,Flexion
10,0.1574,0.1349,Flexion
11,0.172,0.1505,Flexion
12,0.1818,0.1642,Flexion
13,0.1808,0.1642,Flexion
14,0.1672,0.1447,Flexion
15,0.1457,0.1173,Flexion
16,0.1427,0.1134,Flexion
17,0.1593,0.1369,Flexion
18,0.1808,0.1525,Flexion
19,0.1877,0.1632,Flexion
-,-,-,-
0,0.2014,0.1945,Flexion
1,0.1877,0.1623,Flexion
2,0.1437,0.1124,Flexion
3,0.1447,0.1212,Flexion
4,0.1672,0.1486,Flexion
5,0.1828,0.1652,Flexion
6,0.1896,0.1691,Flexion
7,0.1799,0.1623,Flexion
8,0.1574,0.1339,Flexion
9,0.1466,0.1212,Flexion
10,0.1603,0.1349,Flexion
11,0.1672,0.1417,Flexion
12,0.1818,0.1613,Flexion
13,0.2023,0.1808,Flexion
14,0.2082,0.1642,Flexion
15,0.1593,0.132,Flexion
16,0.1603,0.1329,Flexion
17,0.1701,0.1466,Flexion
18,0.1711,0.1486,Flexion
19,0.1711,0.1466,Flexion
-,-,-,-
0,0.1672,0.1437,Flexion
1,0.1564,0.131,Flexion
2,0.1593,0.1349,Flexion
3,0.1652,0.1408,Flexion
4,0.1623,0.1359,Flexion
5,0.1554,0.1271,Flexion
6,0.1544,0.1251,Flexion
7,0.1623,0.132,Flexion
8,0.1623,0.131,Flexion
9,0.1642,0.1466,Flexion
10,0.2023,0.1984,Flexion
11,0.217,0.2131,Flexion
12,0.1711,0.1632,Flexion
13,0.1632,0.1359,Flexion
14,0.2297,0.2239,Flexion
15,0.1642,0.1398,Flexion
16,0.172,0.1505,Flexion
17,0.1672,0.1417,Flexion
18,0.1584,0.1329,Flexion
19,0.1574,0.131,Flexion
-,-,-,-
0,0.1584,0.132,Flexion
1,0.1574,0.1329,Flexion
2,0.1711,0.1466,Flexion
3,0.1808,0.1525,Flexion
4,0.1769,0.1437,Flexion
5,0.2121,0.1623,Flexion
6,0.2385,0.2053,Flexion
7,0.1955,0.1632,Flexion
8,0.1662,0.1408,Flexion
9,0.174,0.1535,Flexion
10,0.176,0.1584,Flexion
11,0.1691,0.1466,Flexion
12,0.1662,0.1427,Flexion
13,0.1642,0.1417,Flexion
14,0.1603,0.1359,Flexion
15,0.1623,0.1378,Flexion
16,0.172,0.1496,Flexion
17,0.1681,0.1466,Flexion
18,0.1652,0.1437,Flexion
19,0.1701,0.1515,Flexion
-,-,-,-
0,0.1623,0.1437,Flexion
1,0.1701,0.1574,Flexion
2,0.1926,0.175,Flexion
3,0.2033,0.2053,Flexion
4,0.2014,0.2023,Flexion
5,0.1828,0.1672,Flexion
6,0.1779,0.1584,Flexion
7,0.1584,0.1349,Flexion
8,0.1505,0.1193,Flexion
9,0.1584,0.1329,Flexion
10,0.1652,0.1427,Flexion
11,0.176,0.1574,Flexion
12,0.1877,0.173,Flexion
13,0.174,0.1525,Flexion
14,0.1496,0.1232,Flexion
15,0.1417,0.1124,Flexion
16,0.1691,0.132,Flexion
17,0.1984,0.1632,Flexion
18,0.2209,0.2053,Flexion
19,0.2454,0.26,Flexion
-,-,-,-
0,0.1916,0.1681,Flexion
1,0.1457,0.1241,Flexion
2,0.1486,0.1241,Flexion
3,0.1554,0.1329,Flexion
4,0.174,0.1574,Flexion
5,0.1926,0.176,Flexion
6,0.1808,0.1593,Flexion
7,0.1584,0.1339,Flexion
8,0.1466,0.1212,Flexion
9,0.1525,0.1281,Flexion
10,0.1613,0.1349,Flexion
11,0.1799,0.1681,Flexion
12,0.1867,0.1681,Flexion
13,0.1896,0.1779,Flexion
14,0.2287,0.2072,Flexion
15,0.2082,0.1848,Flexion
16,0.173,0.1505,Flexion
17,0.1672,0.1466,Flexion
18,0.1701,0.1466,Flexion
19,0.1672,0.1447,Flexion
-,-,-,-
0,0.1613,0.1378,Flexion
1,0.1613,0.1388,Flexion
2,0.172,0.1505,Flexion
3,0.1652,0.1457,Flexion
4,0.1593,0.1349,Flexion
5,0.1623,0.1369,Flexion
6,0.1544,0.1271,Flexion
7,0.1584,0.1339,Flexion
8,0.1672,0.1388,Flexion
9,0.175,0.1505,Flexion
10,0.1789,0.1496,Flexion
11,0.176,0.1525,Flexion
12,0.1916,0.1828,Flexion
13,0.216,0.1779,Flexion
14,0.1838,0.1593,Flexion
15,0.176,0.1525,Flexion
16,0.1711,0.1476,Flexion
17,0.1662,0.1427,Flexion
18,0.1652,0.1417,Flexion
19,0.1593,0.1349,Flexion
-,-,-,-
0,0.1574,0.1339,Flexion
1,0.1711,0.1476,Flexion
2,0.1681,0.1466,Flexion
3,0.1642,0.1398,Flexion
4,0.1623,0.1525,Flexion
5,0.1838,0.1632,Flexion
6,0.1848,0.1515,Flexion
7,0.1818,0.174,Flexion
8,0.2072,0.2072,Flexion
9,0.2336,0.2395,Flexion
10,0.2033,0.172,Flexion
11,0.1672,0.1486,Flexion
12,0.1603,0.1359,Flexion
13,0.1574,0.1378,Flexion
14,0.1662,0.1447,Flexion
15,0.1652,0.1447,Flexion
16,0.1672,0.1427,Flexion
17,0.1691,0.1476,Flexion
18,0.174,0.1476,Flexion
19,0.1632,0.1398,Flexion
-,-,-,-
0,0.1554,0.129,Flexion
1,0.1623,0.1359,Flexion
2,0.1564,0.1281,Flexion
3,0.1593,0.131,Flexion
4,0.1779,0.1603,Flexion
5,0.1916,0.1789,Flexion
6,0.1975,0.1867,Flexion
7,0.2053,0.1857,Flexion
8,0.176,0.1574,Flexion
9,0.1584,0.1339,Flexion
10,0.1779,0.1544,Flexion
11,0.1887,0.1691,Flexion
12,0.1799,0.1584,Flexion
13,0.1632,0.1408,Flexion
14,0.1535,0.1271,Flexion
15,0.1447,0.1183,Flexion
16,0.1593,0.1359,Flexion
17,0.1828,0.1564,Flexion
18,0.1867,0.1623,Flexion
19,0.1711,0.1466,Flexion
-,-,-,-
0,0.1564,0.1261,Flexion
1,0.1447,0.1153,Flexion
2,0.1496,0.1183,Flexion
3,0.1877,0.1574,Flexion
4,0.2512,0.2473,Flexion
5,0.2493,0.2346,Flexion
6,0.1906,0.1652,Flexion
7,0.1564,0.1388,Flexion
8,0.1505,0.1241,Flexion
9,0.1584,0.1349,Flexion
10,0.1828,0.1632,Flexion
11,0.1857,0.1632,Flexion
12,0.1701,0.1486,Flexion
13,0.1672,0.1417,Flexion
14,0.1584,0.131,Flexion
15,0.1603,0.1349,Flexion
16,0.1672,0.1427,Flexion
17,0.172,0.1476,Flexion
18,0.1632,0.1359,Flexion
19,0.1584,0.131,Flexion
-,-,-,-
0,0.1632,0.1388,Flexion
1,0.1652,0.1398,Flexion
2,0.173,0.1378,Flexion
3,0.1994,0.1662,Flexion
4,0.2366,0.1887,Flexion
5,0.2747,0.2952,Flexion
6,0.2248,0.175,Flexion
7,0.1789,0.1574,Flexion
8,0.1701,0.1496,Flexion
9,0.173,0.1554,Flexion
10,0.1701,0.1476,Flexion
11,0.1613,0.1349,Flexion
12,0.1642,0.1398,Flexion
13,0.173,0.1466,Flexion
14,0.174,0.1515,Flexion
15,0.1769,0.1544,Flexion
16,0.175,0.1525,Flexion
17,0.1642,0.1378,Flexion
18,0.1593,0.1339,Flexion
19,0.1642,0.1388,Flexion
-,-,-,-
0,0.1623,0.1378,Flexion
1,0.1652,0.1388,Flexion
2,0.176,0.1466,Flexion
3,0.1662,0.1359,Flexion
4,0.1613,0.1329,Flexion
5,0.1867,0.1632,Flexion
6,0.2092,0.2561,Flexion
7,0.2248,0.2512,Flexion
8,0.1887,0.1564,Flexion
9,0.1779,0.1437,Flexion
10,0.1672,0.1339,Flexion
11,0.1593,0.1339,Flexion
12,0.1681,0.1457,Flexion
13,0.1711,0.1457,Flexion
14,0.1681,0.1457,Flexion
15,0.1799,0.1603,Flexion
16,0.176,0.1544,Flexion
17,0.172,0.1505,Flexion
18,0.174,0.1525,Flexion
19,0.1672,0.1408,Flexion
-,-,-,-
0,0.1574,0.132,Flexion
1,0.1632,0.1388,Flexion
2,0.173,0.1476,Flexion
3,0.172,0.1486,Flexion
4,0.173,0.1554,Flexion
5,0.174,0.1535,Flexion
6,0.1867,0.1691,Flexion
7,0.2063,0.218,Flexion
8,0.2239,0.219,Flexion
9,0.218,0.1828,Flexion
10,0.1916,0.1642,Flexion
11,0.1935,0.173,Flexion
12,0.176,0.1544,Flexion
13,0.1544,0.1271,Flexion
14,0.1515,0.1241,Flexion
15,0.1603,0.1369,Flexion
16,0.1789,0.1564,Flexion
17,0.1955,0.1769,Flexion
18,0.1887,0.1701,Flexion
19,0.1593,0.1359,Flexion
-,-,-,-
0,0.1447,0.1163,Flexion
1,0.1466,0.1232,Flexion
2,0.1613,0.1349,Flexion
3,0.1779,0.1584,Flexion
4,0.1867,0.1662,Flexion
5,0.173,0.1457,Flexion
6,0.1496,0.1378,Flexion
7,0.1818,0.1584,Flexion
8,0.1945,0.1994,Flexion
9,0.2493,0.2483,Flexion
10,0.2014,0.1799,Flexion
11,0.1789,0.1554,Flexion
12,0.1642,0.1388,Flexion
13,0.1603,0.1359,Flexion
14,0.1642,0.1378,Flexion
15,0.1672,0.1437,Flexion
16,0.1779,0.1525,Flexion
17,0.172,0.1525,Flexion
18,0.1642,0.1408,Flexion
19,0.1623,0.1369,Flexion
-,-,-,-
0,0.1701,0.1466,Flexion
1,0.173,0.1447,Flexion
2,0.1672,0.1408,Flexion
3,0.1672,0.1408,Flexion
4,0.1584,0.1329,Flexion
5,0.1623,0.1359,Flexion
6,0.1828,0.1691,Flexion
7,0.2063,0.2326,Flexion
8,0.2444,0.2043,Flexion
9,0.2063,0.2297,Flexion
10,0.175,0.1447,Flexion
11,0.1564,0.129,Flexion
12,0.1672,0.1427,Flexion
13,0.172,0.1505,Flexion
14,0.1711,0.1496,Flexion
15,0.1799,0.1554,Flexion
16,0.1701,0.1427,Flexion
17,0.1593,0.132,Flexion
18,0.1623,0.1378,Flexion
19,0.1691,0.1466,Flexion
-,-,-,-
0,0.1672,0.1447,Flexion
1,0.176,0.1544,Flexion
2,0.173,0.1486,Flexion
3,0.1632,0.1329,Flexion
4,0.1632,0.1388,Flexion
5,0.1887,0.1544,Flexion
6,0.2542,0.1877,Flexion
7,0.2766,0.2346,Flexion
8,0.216,0.1887,Flexion
9,0.1789,0.1447,Flexion
10,0.1652,0.1398,Flexion
11,0.1691,0.1427,Flexion
12,0.1662,0.1457,Flexion
13,0.1672,0.1427,Flexion
14,0.172,0.1505,Flexion
15,0.174,0.1515,Flexion
16,0.1711,0.1476,Flexion
17,0.173,0.1505,Flexion
18,0.1672,0.1437,Flexion
19,0.1584,0.132,Flexion
-,-,-,-
0,0.1584,0.131,Flexion
1,0.1701,0.1427,Flexion
2,0.1711,0.1466,Flexion
3,0.1789,0.1584,Flexion
4,0.1769,0.1515,Flexion
5,0.1554,0.1281,Flexion
6,0.1476,0.1163,Flexion
7,0.1554,0.1251,Flexion
8,0.1896,0.1515,Flexion
9,0.2023,0.2023,Flexion
10,0.2297,0.2092,Flexion
11,0.1926,0.1544,Flexion
12,0.1515,0.1241,Flexion
13,0.1466,0.1193,Flexion
14,0.1544,0.1281,Flexion
15,0.174,0.1544,Flexion
16,0.1945,0.1769,Flexion
17,0.1877,0.1701,Flexion
18,0.1652,0.1447,Flexion
19,0.1515,0.1251,Flexion
-,-,-,-
0,0.1466,0.1212,Flexion
1,0.1554,0.131,Flexion
2,0.1789,0.1574,Flexion
3,0.1916,0.1701,Flexion
4,0.1799,0.1544,Flexion
5,0.1613,0.1359,Flexion
6,0.1535,0.1251,Flexion
7,0.1486,0.1232,Flexion
8,0.1681,0.1398,Flexion
9,0.2336,0.1955,Flexion
10,0.2248,0.219,Flexion
11,0.1926,0.1652,Flexion
12,0.1681,0.1437,Flexion
13,0.1593,0.1378,Flexion
14,0.1662,0.1457,Flexion
15,0.1828,0.1632,Flexion
16,0.1779,0.1564,Flexion
17,0.1681,0.1476,Flexion
18,0.174,0.1535,Flexion
19,0.1672,0.1447,Flexion
-,-,-,-
0,0.1681,0.1466,Flexion
1,0.173,0.1554,Flexion
2,0.1681,0.1466,Flexion
3,0.1613,0.1349,Flexion
4,0.1652,0.1417,Flexion
5,0.1652,0.1417,Flexion
6,0.1691,0.1525,Flexion
7,0.1887,0.1672,Flexion
8,0.2248,0.175,Flexion
9,0.2151,0.1984,Flexion
10,0.2248,0.1769,Flexion
11,0.1867,0.1515,Flexion
12,0.1691,0.1447,Flexion
13,0.176,0.1486,Flexion
14,0.1838,0.1554,Flexion
15,0.1691,0.1398,Flexion
16,0.1623,0.1339,Flexion
17,0.1652,0.1408,Flexion
18,0.1672,0.1466,Flexion
19,0.1691,0.1496,Flexion
-,-,-,-
0,0.176,0.1574,Flexion
1,0.1808,0.1613,Flexion
2,0.1681,0.1476,Flexion
3,0.1681,0.1457,Flexion
4,0.1642,0.1417,Flexion
5,0.1623,0.1417,Flexion
6,0.1681,0.1476,Flexion
7,0.176,0.1525,Flexion
8,0.172,0.1505,Flexion
9,0.1994,0.1623,Flexion
10,0.2141,0.2268,Flexion
11,0.2014,0.1935,Flexion
12,0.176,0.1515,Flexion
13,0.1779,0.1515,Flexion
14,0.1701,0.1457,Flexion
15,0.1711,0.1466,Flexion
16,0.1789,0.1554,Flexion
17,0.173,0.1505,Flexion
18,0.1613,0.1388,Flexion
19,0.1662,0.1437,Flexion
-,-,-,-
0,0.1652,0.1427,Flexion
1,0.1691,0.1466,Flexion
2,0.1848,0.1662,Flexion
3,0.1789,0.1574,Flexion
4,0.1662,0.1417,Flexion
5,0.1535,0.1281,Flexion
6,0.1525,0.1222,Flexion
7,0.1613,0.1329,Flexion
8,0.2092,0.1799,Flexion
9,0.2424,0.2004,Flexion
10,0.2004,0.175,Flexion
11,0.1623,0.1398,Flexion
12,0.1535,0.1222,Flexion
13,0.1496,0.1212,Flexion
14,0.1623,0.1378,Flexion
15,0.1906,0.1681,Flexion
16,0.1916,0.172,Flexion
17,0.1789,0.1574,Flexion
18,0.1632,0.1417,Flexion
19,0.1447,0.1163,Flexion
-,-,-,-
0,0.1447,0.1173,Flexion
1,0.173,0.1466,Flexion
2,0.1867,0.1584,Flexion
3,0.1808,0.1603,Flexion
4,0.1691,0.1535,Flexion
5,0.1603,0.1466,Flexion
6,0.1711,0.1613,Flexion
7,0.217,0.2141,Flexion
8,0.2414,0.2209,Flexion
9,0.2072,0.1896,Flexion
10,0.1828,0.1535,Flexion
11,0.1652,0.1388,Flexion
12,0.1554,0.13,Flexion
13,0.1584,0.1339,Flexion
14,0.1711,0.1457,Flexion
15,0.1711,0.1457,Flexion
16,0.1691,0.1417,Flexion
17,0.1672,0.1437,Flexion
18,0.1603,0.1329,Flexion
19,0.1632,0.1369,Flexion
-,-,-,-
0,0.175,0.1515,Flexion
1,0.1691,0.1437,Flexion
2,0.1632,0.1359,Flexion
3,0.1652,0.1369,Flexion
4,0.1613,0.1349,Flexion
5,0.1613,0.1378,Flexion
6,0.1701,0.1466,Flexion
7,0.175,0.1496,Flexion
8,0.1818,0.1457,Flexion
9,0.1965,0.1544,Flexion
10,0.2326,0.2395,Flexion
11,0.2278,0.2297,Flexion
12,0.1808,0.1564,Flexion
13,0.1769,0.1515,Flexion
14,0.1691,0.1437,Flexion
15,0.1672,0.1408,Flexion
16,0.1672,0.1437,Flexion
17,0.1603,0.1369,Flexion
18,0.1652,0.1427,Flexion
19,0.173,0.1515,Flexion
-,-,-,-
0,0.176,0.1554,Flexion
1,0.1672,0.1427,Flexion
2,0.1662,0.1437,Flexion
3,0.1613,0.1349,Flexion
4,0.1564,0.132,Flexion
5,0.1662,0.1437,Flexion
6,0.1769,0.1505,Flexion
7,0.1779,0.1486,Flexion
8,0.1877,0.1564,Flexion
9,0.2053,0.1779,Flexion
10,0.2248,0.2502,Flexion
11,0.1779,0.1593,Flexion
12,0.1701,0.1427,Flexion
13,0.1672,0.1437,Flexion
14,0.174,0.1515,Flexion
15,0.1799,0.1593,Flexion
16,0.1691,0.1466,Flexion
17,0.1662,0.1457,Flexion
18,0.1652,0.1408,Flexion
19,0.1574,0.131,Flexion
-,-,-,-
0,0.1642,0.1408,Flexion
1,0.1808,0.1603,Flexion
2,0.1828,0.1584,Flexion
3,0.173,0.1505,Flexion
4,0.1652,0.1398,Flexion
5,0.1486,0.1193,Flexion
6,0.1486,0.1222,Flexion
7,0.1711,0.1457,Flexion
8,0.1818,0.1584,Flexion
9,0.1808,0.1632,Flexion
10,0.1799,0.1544,Flexion
11,0.1808,0.1339,Flexion
12,0.1935,0.1808,Flexion
13,0.1887,0.2239,Flexion
14,0.1916,0.1642,Flexion
15,0.1916,0.1652,Flexion
16,0.1877,0.1613,Flexion
17,0.1691,0.1447,Flexion
18,0.1486,0.1202,Flexion
19,0.1427,0.1153,Flexion
-,-,-,-
0,0.1662,0.1427,Flexion
1,0.1808,0.1603,Flexion
2,0.1906,0.1701,Flexion
3,0.1867,0.1652,Flexion
4,0.1574,0.132,Flexion
5,0.1427,0.1163,Flexion
6,0.1525,0.1251,Flexion
7,0.1652,0.1388,Flexion
8,0.1877,0.1945,Flexion
9,0.2463,0.2131,Flexion
10,0.263,0.2278,Flexion
11,0.2004,0.1701,Flexion
12,0.1584,0.1378,Flexion
13,0.172,0.1505,Flexion
14,0.1779,0.1535,Flexion
15,0.1857,0.1652,Flexion
16,0.1799,0.1613,Flexion
17,0.1701,0.1535,Flexion
18,0.1769,0.1603,Flexion
19,0.1887,0.1711,Flexion
