train_loss,epoch,step,val_loss
0.3531649992801249,8,76,
0.4972066506743431,8,77,
0.44736685045063496,8,78,
0.4379515238106251,8,79,
0.39916380063483586,8,80,
,8,80,0.45765812983435966
0.4157240414060652,9,81,
0.3818790577352047,9,82,
0.3634950518608093,9,83,
0.3033195729367435,9,84,
0.39231317583471537,9,85,
0.43508183723315597,9,86,
0.40733846090734005,9,87,
0.39412646158598363,9,88,
0.45212963066603007,9,89,
,9,89,0.3500275849815338
0.2829824760556221,10,90,
0.49975561164319515,10,91,
0.324774278793484,10,92,
0.3628896775189787,10,93,
0.41711513767950237,10,94,
0.3056305095087737,10,95,
0.2979257262777537,10,96,
0.2540349904447794,10,97,
0.34537269802469955,10,98,
,10,98,0.29576059743281335
0.2590227716136724,11,99,
0.3637613409664482,11,100,
0.34003627276979387,11,101,
0.33269580267369747,11,102,
0.34935662033967674,11,103,
0.29718743707053363,11,104,
0.209495450835675,11,105,
0.3067841283045709,11,106,
0.24223481079465464,11,107,
,11,107,0.2855091462692907
0.27474840194918215,12,108,
0.2680899719707668,12,109,
0.22175500658340752,12,110,
0.19754248019307852,12,111,
0.26488280738703907,12,112,
0.25328583107329905,12,113,
0.25566799682565033,12,114,
0.15955266798846424,12,115,
0.3837825479476075,12,116,
,12,116,0.18378905615498942
0.4149565496481955,13,117,
0.28048689430579543,13,118,
0.22016252879984677,13,119,
0.2170163351111114,13,120,
0.21200442733243108,13,121,
0.1328336561564356,13,122,
0.11305343918502331,13,123,
0.19176870957016945,13,124,
0.31316096100367996,13,125,
,13,125,0.15244006485708297
0.10826496104709804,14,126,
0.1473823965061456,14,127,
0.2669656308135018,14,128,
0.15032216720283031,14,129,
0.27741793263703585,14,130,
0.18755839008372277,14,131,
0.19624054513406008,14,132,
0.17973572434857488,14,133,
0.24681687923638443,14,134,
,14,134,0.10570339377849332
0.21526983985677361,15,135,
0.2551030651666224,15,136,
0.16220516979228705,15,137,
0.08403384266421199,15,138,
0.32226041180547327,15,139,
0.20409700891468674,15,140,
0.27850641834083945,15,141,
0.07977666321676224,15,142,
0.2257327145259631,15,143,
,15,143,0.0839082657569839
0.07464066904503852,16,144,
0.14403023128397763,16,145,
0.24874290055595338,16,146,
0.16040302265901119,16,147,
0.34039822744671255,16,148,
0.1514647111762315,16,149,
0.09384767687879503,16,150,
0.07105473952833563,16,151,
0.0686134943052342,16,152,
,16,152,0.07068959178943787
0.15616542124189436,17,153,
0.13028386037331074,17,154,
0.1118913555983454,17,155,
0.13616146030835807,17,156,
0.23834251274820417,17,157,
0.18704212678130716,17,158,
0.10507490753661841,17,159,
0.15136703802272677,17,160,
0.0648330724553058,17,161,
,17,161,0.24949610041033837
0.36455120553728193,18,162,
0.27714390761684626,18,163,
0.2339953383198008,18,164,
0.0643922780873254,18,165,
0.06980542396195233,18,166,
0.058318402618169785,18,167,
0.2344035180285573,18,168,
0.13301589677575976,18,169,
0.05537434039931548,18,170,
,18,170,0.05458341334615984
0.22405948606319726,19,171,
0.25548463710583746,19,172,
0.14248854422476143,19,173,
0.052665362833067775,19,174,
0.14377316774334759,19,175,
0.179886243538931,19,176,
0.07381698209792376,19,177,
0.12687446840573102,19,178,
0.1782360118078558,19,179,
,19,179,0.05235706353860516
0.15978978027123958,20,180,
0.05375162872951478,20,181,
0.14370159059762955,20,182,
0.09965725126676261,20,183,
0.08436251967214048,20,184,
0.07213830668479204,20,185,
0.14600670675281435,20,186,
0.07419086224399507,20,187,
0.2894523449634251,20,188,
,20,188,0.08195698645807081
